"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2013"	"2013"	"Pelvic bones, sacrum and coccyx - Malignant neoplasms"	"C41.4"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Parietal lobe - Malignant neoplasms"	"C71.3"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified anaemias"	"D64.8"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Infarction of spleen"	"D73.5"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Schizoaffective disorder, unspecified"	"F25.9"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Reaction to severe stress, unspecified"	"F43.9"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Benign intracranial hypertension"	"G93.2"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified diseases of pulmonary vessels"	"I28.8"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Cutaneous abscess, furuncle and carbuncle of trunk"	"L02.2"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Coarctation of aorta"	"Q25.1"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Helicopter accident injuring occupant"	"V95.0"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	48	316128839	0.0	0.0%
	"2013"	"2013"	"Sequelae of events of undetermined intent"	"Y87.2"	48	316128839	0.0	0.0%
	"2013"	"2013"	"HIV disease resulting in mycobacterial infection"	"B20.0"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Aspergillosis, unspecified"	"B44.9"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Orbit - Malignant neoplasms"	"C69.6"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Pneumococcal meningitis"	"G00.1"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Other and unspecified atrioventricular block"	"I44.3"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified diseases of pancreas"	"K86.8"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Infective myositis"	"M60.0"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Unspecified chronic respiratory disease originating in the perinatal period"	"P27.9"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Atrioventricular septal defect"	"Q21.2"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Tuberous sclerosis"	"Q85.1"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Exposure to other specified factors"	"X58"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Surgical operation with transplant of whole organ"	"Y83.0"	47	316128839	0.0	0.0%
	"2013"	"2013"	"Viral carditis"	"B33.2"	46	316128839	0.0	0.0%
	"2013"	"2013"	"Lymphosarcoma - Malignant neoplasms"	"C85.0"	46	316128839	0.0	0.0%
	"2013"	"2013"	"Newborn affected by placental transfusion syndromes"	"P02.3"	46	316128839	0.0	0.0%
	"2013"	"2013"	"Hypovolaemic shock"	"R57.1"	46	316128839	0.0	0.0%
	"2013"	"2013"	"Myeloid sarcoma - Malignant neoplasms"	"C92.3"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Endocardial fibroelastosis"	"I42.4"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Other intracerebral haemorrhage"	"I61.8"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Disorders of diaphragm"	"J98.6"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Calculus of ureter"	"N20.1"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"	"N83.9"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.5"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Exposure to other specified smoke, fire and flames"	"X08"	45	316128839	0.0	0.0%
	"2013"	"2013"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	45	316128839	0.0	0.0%
	"2013"	"2013"	"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"	"B21.3"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Haemangioma, any site - Benign neoplasms"	"D18.0"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Bone and articular cartilage - Uncertain neoplasms"	"D48.0"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Anxiety disorder, unspecified"	"F41.9"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified polyneuropathies"	"G62.8"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified disorders of veins"	"I87.8"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Hypostatic pneumonia, unspecified"	"J18.2"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified intervertebral disc degeneration"	"M51.3"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Fall while being carried or supported by other persons"	"W04"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Exposure to other specified electric current"	"W86"	44	316128839	0.0	0.0%
	"2013"	"2013"	"Specified parts of peritoneum - Malignant neoplasms"	"C48.1"	43	316128839	0.0	0.0%
	"2013"	"2013"	"Intracranial and intraspinal phlebitis and thrombophlebitis"	"G08"	43	316128839	0.0	0.0%
	"2013"	"2013"	"Varicose veins of lower extremities with ulcer"	"I83.0"	43	316128839	0.0	0.0%
	"2013"	"2013"	"Rheumatoid arthritis with involvement of other organs and systems"	"M05.3"	43	316128839	0.0	0.0%
	"2013"	"2013"	"Meningococcaemia, unspecified"	"A39.4"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of other and unspecified digestive organs - Malignant neoplasms"	"C78.8"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Craniopharyngeal duct - Uncertain neoplasms"	"D44.4"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Other primary thrombocytopenia"	"D69.4"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Intraspinal abscess and granuloma"	"G06.1"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Other generalized epilepsy and epileptic syndromes"	"G40.4"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Multiple valve disease, unspecified"	"I08.9"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Other gastritis"	"K29.6"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Paget's disease of bone, unspecified"	"M88.9"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Bladder-neck obstruction"	"N32.0"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Syncope and collapse"	"R55"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Exposure to uncontrolled fire, not in building or structure"	"X01"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Victim of flood"	"X38"	42	316128839	0.0	0.0%
	"2013"	"2013"	"Viral meningitis, unspecified"	"A87.9"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Soft palate - Malignant neoplasms"	"C05.1"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Skin of lower limb, including hip - Malignant neoplasms"	"C44.7"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Primary thrombophilia"	"D68.5"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Oesophageal varices without bleeding"	"I85.9"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Ankylosing spondylitis"	"M45"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.6"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	41	316128839	0.0	0.0%
	"2013"	"2013"	"Jejunum - Malignant neoplasms"	"C17.1"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Ovary - Uncertain neoplasms"	"D39.1"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Other tricuspid valve diseases"	"I07.8"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Other spontaneous pneumothorax"	"J93.1"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified pleural conditions"	"J94.8"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Microscopic polyangiitis"	"M31.7"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident"	"V58.9"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Exposure to ignition of highly flammable material"	"X04"	40	316128839	0.0	0.0%
	"2013"	"2013"	"Small intestine - Uncertain neoplasms"	"D37.2"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Thyroid crisis or storm"	"E05.5"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Insulin-dependent diabetes mellitus, with neurological complications"	"E10.4"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Wernicke's encephalopathy"	"E51.2"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Spastic tetraplegia"	"G82.4"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Acute endocarditis, unspecified"	"I33.9"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Aneurysm of artery of lower extremity"	"I72.4"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Aneurysm and dissection of other precerebral arteries"	"I72.5"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Pneumonia due to Haemophilus influenzae"	"J14"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Acute bronchiolitis, unspecified"	"J21.9"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Unilateral or unspecified inguinal hernia, without obstruction or gangrene"	"K40.9"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Unilateral or unspecified femoral hernia, with obstruction, without gangrene"	"K41.3"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Congenital pneumonia, unspecified"	"P23.9"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Congenital stenosis of aortic valve"	"Q23.0"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Thanatophoric short stature"	"Q77.1"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Haemoptysis"	"R04.2"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"	"V22.4"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	"Y10"	39	316128839	0.0	0.0%
	"2013"	"2013"	"Progressive multifocal leukoencephalopathy"	"A81.2"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Descending colon - Malignant neoplasms"	"C18.6"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Neuronal ceroid lipofuscinosis"	"E75.4"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Nonrheumatic mitral valve disorder, unspecified"	"I34.9"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Hereditary haemorrhagic telangiectasia"	"I78.0"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Disorder of skin and subcutaneous tissue, unspecified"	"L98.9"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Infection specific to the perinatal period, unspecified"	"P39.9"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Condition originating in the perinatal period, unspecified"	"P96.9"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Renal agenesis, bilateral"	"Q60.1"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Hyperventilation"	"R06.4"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Occupant [any] of heavy transport vehicle injured in unspecified traffic accident"	"V69.9"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Assault by crashing of motor vehicle"	"Y03"	38	316128839	0.0	0.0%
	"2013"	"2013"	"Cytomegaloviral disease, unspecified"	"B25.9"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Cheek mucosa - Malignant neoplasms"	"C06.0"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Submandibular gland - Malignant neoplasms"	"C08.0"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Endocrine pancreas - Malignant neoplasms"	"C25.4"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Main bronchus - Malignant neoplasms"	"C34.0"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Skin of upper limb, including shoulder - Malignant neoplasms"	"C44.6"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Male genital organ, unspecified - Malignant neoplasms"	"C63.9"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Prolymphocytic leukaemia - Malignant neoplasms"	"C91.3"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Uterus - Uncertain neoplasms"	"D39.0"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Obesity due to excess calories"	"E66.0"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Mental disorder, not otherwise specified"	"F99"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Vascular myelopathies"	"G95.1"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Kyphoscoliotic heart disease"	"I27.1"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Influenza with other manifestations, virus not identified"	"J11.8"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Coeliac disease"	"K90.0"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified disorders of skin and subcutaneous tissue"	"L98.8"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Joint disorder, unspecified"	"M25.9"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Inflammatory disorders of scrotum"	"N49.2"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Newborn affected by other specified complications of labour and delivery"	"P03.8"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Ebstein's anomaly"	"Q22.5"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Motorcycle rider injured in noncollision transport accident, unspecified motorcycle rider injured in traffic accident"	"V28.9"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V59.5"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver injured in traffic accident"	"V67.5"	37	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified leukaemias - Malignant neoplasms"	"C94.7"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Secondary thrombocytopenia"	"D69.5"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Nutritional marasmus"	"E41"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Subsequent myocardial infarction of unspecified site"	"I22.9"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Respiratory syncytial virus pneumonia"	"J12.1"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Intussusception"	"K56.1"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Abscess of intestine"	"K63.0"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Perforation of gallbladder"	"K82.2"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Neonatal aspiration of meconium"	"P24.0"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Car occupant injured in noncollision transport accident, person injured while boarding or alighting"	"V48.4"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Diving or jumping into water causing injury other than drowning or submersion"	"W16"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Legal execution"	"Y35.5"	36	316128839	0.0	0.0%
	"2013"	"2013"	"Lymph node, unspecified - Malignant neoplasms"	"C77.9"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Digestive organ, unspecified - Uncertain neoplasms"	"D37.9"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Deficiency of other specified B group vitamins"	"E53.8"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Unspecified nonorganic psychosis"	"F29"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Aneurysm of carotid artery"	"I72.0"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Embolism and thrombosis of abdominal aorta"	"I74.0"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Ulcer of intestine"	"K63.3"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified diseases of digestive system"	"K92.8"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Disorder of bone, unspecified"	"M89.9"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Disorder of prostate, unspecified"	"N42.9"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Encephalocele, unspecified"	"Q01.9"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Congenital cerebral cysts"	"Q04.6"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Common arterial trunk"	"Q20.0"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Bitten or struck by dog"	"W54"	35	316128839	0.0	0.0%
	"2013"	"2013"	"Sequelae of respiratory and unspecified tuberculosis"	"B90.9"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Prostate - Uncertain neoplasms"	"D40.0"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Disorders of fatty-acid metabolism"	"E71.3"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Cerebral cysts"	"G93.0"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Haemopericardium, not elsewhere classified"	"I31.2"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Unspecified abdominal hernia with gangrene"	"K46.1"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Disorder of peritoneum, unspecified"	"K66.9"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Newborn affected by other maternal conditions"	"P00.8"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Extremely low birth weight"	"P07.0"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Other malformations of cerebral vessels"	"Q28.3"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V64.5"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Victim of avalanche, landslide and other earth movements"	"X36"	34	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified diseases of blood and blood-forming organs"	"D75.8"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Pure hyperglyceridaemia"	"E78.1"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Mitochondrial myopathy, not elsewhere classified"	"G71.3"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified diseases of biliary tract"	"K83.8"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Respiratory failure of newborn"	"P28.5"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Patent ductus arteriosus"	"Q25.0"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Congenital malformations of intestinal fixation"	"Q43.3"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Insufficient intake of food and water due to self neglect"	"R63.6"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"	"V02.1"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V54.6"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Fall on and from scaffolding"	"W12"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Foreign body entering into or through eye or natural orifice"	"W44"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Handgun discharge, undetermined intent"	"Y22"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Kidney dialysis"	"Y84.1"	33	316128839	0.0	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of large intestine and rectum - Malignant neoplasms"	"C78.5"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Lymphangioma, any site - Benign neoplasms"	"D18.1"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Essential (haemorrhagic) thrombocythaemia - Uncertain neoplasms"	"D47.3"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Vitamin B12 deficiency anaemia due to intrinsic factor deficiency"	"D51.0"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Disorders of copper metabolism"	"E83.0"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Pulmonary embolism with mention of acute cor pulmonale"	"I26.0"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Subarachnoid haemorrhage from other intracranial arteries"	"I60.6"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Moyamoya disease"	"I67.5"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Gastric varices"	"I86.4"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Pneumonia due to Escherichia coli"	"J15.5"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Periapical abscess without sinus"	"K04.7"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified diseases of anus and rectum"	"K62.8"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Polyarteritis with lung involvement [Churg-Strauss]"	"M30.1"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	32	316128839	0.0	0.0%
	"2013"	"2013"	"During surgical operation"	"Y60.0"	32	316128839	0.0	0.0%
	"2013"	"2013"	"Lower limb - Malignant neoplasms"	"C76.5"	31	316128839	0.0	0.0%
	"2013"	"2013"	"Benign neoplasm of unspecified site - Benign neoplasms"	"D36.9"	31	316128839	0.0	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, amnesic syndrome"	"F10.6"	31	316128839	0.0	0.0%
